Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Isolate	Organism Infraspecific Names Strain	Assembly Release Date	Assembly BioSample Accession	Assembly BioSample Isolate	Assembly BioSample Strain	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Ecotype	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly Type
GCA_038889415.1	Desulfurococcaceae archaeon	2184738	SRBZ-1_201803_bins_44		2024-04-30	SAMN36038054	SRBZ-1_201803_bins_44		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889455.1	Zestosphaera sp.	2303494	SRBZ-1_201803_bins_41		2024-04-30	SAMN36038053	SRBZ-1_201803_bins_41		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889495.1	Sulfolobales archaeon	2268200	SRBZ-1_201803_bins_33		2024-04-30	SAMN36038051	SRBZ-1_201803_bins_33		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889515.1	Ignisphaera sp.	2268142	SRBZ-1_201803_bins_36		2024-04-30	SAMN36038052	SRBZ-1_201803_bins_36		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889535.1	Acidilobaceae archaeon	2933264	SRBZ-1_201803_bins_32		2024-04-30	SAMN36038050	SRBZ-1_201803_bins_32		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889555.1	Desulfurococcaceae archaeon	2184738	SRBZ-1_201803_bins_26		2024-04-30	SAMN36038049	SRBZ-1_201803_bins_26		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889595.1	Pyrobaculum sp.	2004705	SRBZ-1_201803_bins_2		2024-04-30	SAMN36038048	SRBZ-1_201803_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889615.1	Thermofilum sp.	1961369	SRBZ-1_201803_bins_15		2024-04-30	SAMN36038046	SRBZ-1_201803_bins_15		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889635.1	Candidatus Nezhaarchaeales archaeon	2952944	SRBZ-1_201803_bins_16		2024-04-30	SAMN36038047	SRBZ-1_201803_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889655.1	Acidilobaceae archaeon	2933264	SRBZ-1_201803_bins_13		2024-04-30	SAMN36038045	SRBZ-1_201803_bins_13		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889675.1	Thermofilaceae archaeon	2268203	SRBZ-1_201803_bins_11		2024-04-30	SAMN36038044	SRBZ-1_201803_bins_11		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ-1 pool	24.95 N 98.44 E	2018-03						haploid
GCA_038889735.1	Candidatus Nitrosocaldus sp.	2697468	SRBZ_201705_bins_182		2024-04-30	SAMN36038040	SRBZ_201705_bins_182		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ pool	24.95 N 98.44 E	2017-05						haploid
GCA_038889755.1	Thermosphaera sp.	2831947	SRBZ_201705_bins_183		2024-04-30	SAMN36038041	SRBZ_201705_bins_183		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ pool	24.95 N 98.44 E	2017-05						haploid
GCA_038889775.1	Pyrobaculum sp.	2004705	SRBZ_201705_bins_168		2024-04-30	SAMN36038039	SRBZ_201705_bins_168		Hot spring sediment	China: Tengchong county, Yunnan, SRBZ pool	24.95 N 98.44 E	2017-05						haploid
GCA_038889835.1	Candidatus Caldarchaeum sp.	2972665	QQ_202101_bins_98		2024-04-30	SAMN36038036	QQ_202101_bins_98		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889855.1	Candidatus Caldarchaeum sp.	2972665	QQ_202101_bins_55		2024-04-30	SAMN36038035	QQ_202101_bins_55		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889875.1	Candidatus Nitrosocaldus sp.	2697468	QQ_202101_bins_46		2024-04-30	SAMN36038033	QQ_202101_bins_46		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889895.1	Candidatus Caldarchaeum sp.	2972665	QQ_202101_bins_54		2024-04-30	SAMN36038034	QQ_202101_bins_54		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889915.1	Candidatus Caldarchaeum sp.	2972665	QQ_202101_bins_117		2024-04-30	SAMN36038032	QQ_202101_bins_117		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889935.1	Candidatus Nitrosocaldaceae archaeon	2838776	QQ_202101_bins_112		2024-04-30	SAMN36038031	QQ_202101_bins_112		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889955.1	Candidatus Nitrosocaldus sp.	2697468	QQ_202007_bins_84		2024-04-30	SAMN36038028	QQ_202007_bins_84		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038889975.1	Candidatus Nitrosocaldus sp.	2697468	QQ_202101_bins_109		2024-04-30	SAMN36038030	QQ_202101_bins_109		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2021-01						haploid
GCA_038889995.1	Candidatus Caldarchaeum sp.	2972665	QQ_202007_bins_30		2024-04-30	SAMN36038026	QQ_202007_bins_30		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038890015.1	Candidatus Nitrosocaldus sp.	2697468	QQ_202007_bins_19		2024-04-30	SAMN36038025	QQ_202007_bins_19		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038890035.1	Nitrososphaerota archaeon	2026795	QQ_202007_bins_38		2024-04-30	SAMN36038027	QQ_202007_bins_38		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038890055.1	Candidatus Nitrosocaldaceae archaeon	2838776	QQ_202007_bins_123		2024-04-30	SAMN36038023	QQ_202007_bins_123		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038890075.1	Candidatus Caldarchaeum sp.	2972665	QQ_202007_bins_130		2024-04-30	SAMN36038024	QQ_202007_bins_130		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038890095.1	Candidatus Caldarchaeum sp.	2972665	QQ_202007_bins_112		2024-04-30	SAMN36038021	QQ_202007_bins_112		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2020-07						haploid
GCA_038890135.1	Nitrososphaerota archaeon	2026795	QQ_201912_bins_7		2024-04-30	SAMN36038018	QQ_201912_bins_7		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890155.1	Candidatus Caldarchaeum sp.	2972665	QQ_201912_bins_79		2024-04-30	SAMN36038019	QQ_201912_bins_79		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890215.1	Candidatus Caldarchaeum sp.	2972665	QQ_201912_bins_59		2024-04-30	SAMN36038015	QQ_201912_bins_59		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890235.1	Nitrososphaerota archaeon	2026795	QQ_201912_bins_224		2024-04-30	SAMN36038014	QQ_201912_bins_224		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890255.1	Candidatus Caldarchaeum sp.	2972665	QQ_201912_bins_214		2024-04-30	SAMN36038013	QQ_201912_bins_214		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890275.1	Candidatus Nitrosocaldus sp.	2697468	QQ_201912_bins_61		2024-04-30	SAMN36038016	QQ_201912_bins_61		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890295.1	Metallosphaera sp.	2020860	QQ_201912_bins_213		2024-04-30	SAMN36038012	QQ_201912_bins_213		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890315.1	Candidatus Nitrosotenuis sp.	2507556	QQ_201912_bins_21		2024-04-30	SAMN36038011	QQ_201912_bins_21		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890355.1	Candidatus Nitrosocaldus sp.	2697468	QQ_201912_bins_158		2024-04-30	SAMN36038009	QQ_201912_bins_158		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890375.1	Desulfurococcaceae archaeon	2184738	QQ_201912_bins_115		2024-04-30	SAMN36038006	QQ_201912_bins_115		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890395.1	Candidatus Nitrosotenuis sp.	2507556	QQ_201912_bins_100		2024-04-30	SAMN36038004	QQ_201912_bins_100		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890415.1	Candidatus Nitrosocaldaceae archaeon	2838776	QQ_201912_bins_141		2024-04-30	SAMN36038008	QQ_201912_bins_141		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-12						haploid
GCA_038890535.1	Candidatus Methanomethylicaceae archaeon	2282146	QQ_201907_bins_91		2024-04-30	SAMN36038003	QQ_201907_bins_91		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-07						haploid
GCA_038890595.1	Candidatus Nitrosocaldus sp.	2697468	QQ_201907_bins_77		2024-04-30	SAMN36038000	QQ_201907_bins_77		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-07						haploid
GCA_038890855.1	Candidatus Nitrosocaldus sp.	2697468	QQ_201907_bins_66		2024-04-30	SAMN36037998	QQ_201907_bins_66		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-07						haploid
GCA_038891215.1	Candidatus Caldarchaeum sp.	2972665	QQ_201907_bins_147		2024-04-30	SAMN36037986	QQ_201907_bins_147		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-07						haploid
GCA_038891285.1	Candidatus Nitrosocaldaceae archaeon	2838776	QQ_201907_bins_146		2024-04-30	SAMN36037985	QQ_201907_bins_146		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-07						haploid
GCA_038891335.1	Candidatus Caldarchaeum sp.	2972665	QQ_201901_bins_6		2024-04-30	SAMN36037982	QQ_201901_bins_6		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891355.1	Candidatus Nitrosocaldus sp.	2697468	QQ_201901_bins_54		2024-04-30	SAMN36037980	QQ_201901_bins_54		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891375.1	Candidatus Caldarchaeum sp.	2972665	QQ_201901_bins_30		2024-04-30	SAMN36037979	QQ_201901_bins_30		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891395.1	Candidatus Caldarchaeum sp.	2972665	QQ_201901_bins_161		2024-04-30	SAMN36037978	QQ_201901_bins_161		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891415.1	Candidatus Nitrosocaldaceae archaeon	2838776	QQ_201901_bins_158		2024-04-30	SAMN36037977	QQ_201901_bins_158		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891455.1	Candidatus Nitrosocaldus sp.	2697468	QQ_201901_bins_142		2024-04-30	SAMN36037974	QQ_201901_bins_142		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891515.1	Nitrososphaerota archaeon	2026795	QQ_201901_bins_112		2024-04-30	SAMN36037969	QQ_201901_bins_112		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891535.1	Candidatus Caldarchaeum sp.	2972665	QQ_201901_bins_130		2024-04-30	SAMN36037972	QQ_201901_bins_130		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891575.1	Nitrososphaerota archaeon	2026795	QQ_201901_bins_12		2024-04-30	SAMN36037970	QQ_201901_bins_12		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038891675.1	Sulfolobales archaeon	2268200	ZMQR_201808_bins_34		2024-04-30	SAMN36038406	ZMQR_201808_bins_34		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891695.1	Candidatus Caldarchaeum sp.	2972665	QQ_201808_bins_54		2024-04-30	SAMN36037962	QQ_201808_bins_54		Hot spring sediment	China: Tengchong county, Yunnan, QQ pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891715.1	Saccharolobus sp.	2100761	ZMQR_201808_bins_31		2024-04-30	SAMN36038404	ZMQR_201808_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891735.1	Thermofilum sp.	1961369	ZMQR_201808_bins_32		2024-04-30	SAMN36038405	ZMQR_201808_bins_32		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891755.1	Thermofilaceae archaeon	2268203	ZMQR_201808_bins_3		2024-04-30	SAMN36038403	ZMQR_201808_bins_3		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891795.1	Ignisphaera sp.	2268142	ZMQR_201808_bins_28		2024-04-30	SAMN36038401	ZMQR_201808_bins_28		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891815.1	Desulfurococcaceae archaeon	2184738	ZMQR_201808_bins_26		2024-04-30	SAMN36038400	ZMQR_201808_bins_26		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891835.1	Desulfurococcaceae archaeon	2184738	ZMQR_201808_bins_24		2024-04-30	SAMN36038399	ZMQR_201808_bins_24		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891855.1	Sulfolobales archaeon	2268200	ZMQR_201808_bins_23		2024-04-30	SAMN36038398	ZMQR_201808_bins_23		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891895.1	Sulfolobales archaeon	2268200	ZMQR_201808_bins_15		2024-04-30	SAMN36038395	ZMQR_201808_bins_15		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891915.1	Desulfurococcaceae archaeon	2184738	ZMQR_201808_bins_2		2024-04-30	SAMN36038396	ZMQR_201808_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891935.1	Desulfurococcaceae archaeon	2184738	ZMQR_201808_bins_14		2024-04-30	SAMN36038394	ZMQR_201808_bins_14		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891955.1	Nitrososphaerota archaeon	2026795	ZMQR_201808_bins_12		2024-04-30	SAMN36038392	ZMQR_201808_bins_12		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891975.1	Candidatus Nezhaarchaeales archaeon	2952944	ZMQR_201808_bins_13		2024-04-30	SAMN36038393	ZMQR_201808_bins_13		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038891995.1	Acidilobaceae archaeon	2933264	ZMQR_201808_bins_1		2024-04-30	SAMN36038390	ZMQR_201808_bins_1		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038892015.1	Pyrobaculum sp.	2004705	ZMQR_201808_bins_10		2024-04-30	SAMN36038391	ZMQR_201808_bins_10		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-08						haploid
GCA_038892035.1	Desulfurococcaceae archaeon	2184738	ZMQR_201803_bins_9		2024-04-30	SAMN36038389	ZMQR_201803_bins_9		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892055.1	Ignisphaera sp.	2268142	ZMQR_201803_bins_7		2024-04-30	SAMN36038387	ZMQR_201803_bins_7		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892075.1	Ignisphaera sp.	2268142	ZMQR_201803_bins_8		2024-04-30	SAMN36038388	ZMQR_201803_bins_8		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892095.1	Thermofilum sp.	1961369	ZMQR_201803_bins_6		2024-04-30	SAMN36038386	ZMQR_201803_bins_6		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892115.1	Sulfolobales archaeon	2268200	ZMQR_201803_bins_37		2024-04-30	SAMN36038384	ZMQR_201803_bins_37		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892135.1	Thermofilaceae archaeon	2268203	ZMQR_201803_bins_4		2024-04-30	SAMN36038385	ZMQR_201803_bins_4		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892155.1	Acidilobaceae archaeon	2933264	ZMQR_201803_bins_34		2024-04-30	SAMN36038382	ZMQR_201803_bins_34		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892175.1	Desulfurococcaceae archaeon	2184738	ZMQR_201803_bins_35		2024-04-30	SAMN36038383	ZMQR_201803_bins_35		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892235.1	Desulfurococcaceae archaeon	2184738	ZMQR_201803_bins_2		2024-04-30	SAMN36038377	ZMQR_201803_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892255.1	Ferroplasma sp.	2591003	ZMQR_201803_bins_25		2024-04-30	SAMN36038379	ZMQR_201803_bins_25		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892275.1	Sulfolobales archaeon	2268200	ZMQR_201803_bins_27		2024-04-30	SAMN36038380	ZMQR_201803_bins_27		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892295.1	Acidilobaceae archaeon	2933264	ZMQR_201803_bins_14		2024-04-30	SAMN36038372	ZMQR_201803_bins_14		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892315.1	Pyrobaculum sp.	2004705	ZMQR_201803_bins_16		2024-04-30	SAMN36038374	ZMQR_201803_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892335.1	Thermosphaera sp.	2831947	ZMQR_201803_bins_11		2024-04-30	SAMN36038370	ZMQR_201803_bins_11		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892355.1	Desulfurococcaceae archaeon	2184738	ZMQR_201803_bins_15		2024-04-30	SAMN36038373	ZMQR_201803_bins_15		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892375.1	Nitrososphaerota archaeon	2026795	ZMQR_201803_bins_10		2024-04-30	SAMN36038369	ZMQR_201803_bins_10		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892415.1	Sulfolobales archaeon	2268200	ZMQR_201803_bins_18		2024-04-30	SAMN36038375	ZMQR_201803_bins_18		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2018-03						haploid
GCA_038892435.1	Thermofilaceae archaeon	2268203	ZMQR_201709_bins_9		2024-04-30	SAMN36038367	ZMQR_201709_bins_9		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892445.1	Thermosphaera sp.	2831947	ZMQR_201709_bins_8		2024-04-30	SAMN36038366	ZMQR_201709_bins_8		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892475.1	Ignisphaera sp.	2268142	ZMQR_201709_bins_4		2024-04-30	SAMN36038363	ZMQR_201709_bins_4		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892495.1	Desulfurococcaceae archaeon	2184738	ZMQR_201709_bins_5		2024-04-30	SAMN36038364	ZMQR_201709_bins_5		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892515.1	Thermofilum sp.	1961369	ZMQR_201709_bins_7		2024-04-30	SAMN36038365	ZMQR_201709_bins_7		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892535.1	Acidilobaceae archaeon	2933264	ZMQR_201709_bins_27		2024-04-30	SAMN36038362	ZMQR_201709_bins_27		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892555.1	Desulfurococcaceae archaeon	2184738	ZMQR_201709_bins_24		2024-04-30	SAMN36038361	ZMQR_201709_bins_24		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892575.1	Zestosphaera sp.	2303494	ZMQR_201709_bins_23		2024-04-30	SAMN36038360	ZMQR_201709_bins_23		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892595.1	Acidilobaceae archaeon	2933264	ZMQR_201709_bins_19		2024-04-30	SAMN36038356	ZMQR_201709_bins_19		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892615.1	Sulfolobales archaeon	2268200	ZMQR_201709_bins_21		2024-04-30	SAMN36038359	ZMQR_201709_bins_21		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892635.1	Ignisphaera sp.	2268142	ZMQR_201709_bins_20		2024-04-30	SAMN36038358	ZMQR_201709_bins_20		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892655.1	Sulfolobales archaeon	2268200	ZMQR_201709_bins_2		2024-04-30	SAMN36038357	ZMQR_201709_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892675.1	Candidatus Nezhaarchaeales archaeon	2952944	ZMQR_201709_bins_17		2024-04-30	SAMN36038354	ZMQR_201709_bins_17		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892695.1	Desulfurococcaceae archaeon	2184738	ZMQR_201709_bins_18		2024-04-30	SAMN36038355	ZMQR_201709_bins_18		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892715.1	Sulfolobales archaeon	2268200	ZMQR_201709_bins_16		2024-04-30	SAMN36038353	ZMQR_201709_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
GCA_038892755.1	Nitrososphaerota archaeon	2026795	ZMQR_201709_bins_15		2024-04-30	SAMN36038352	ZMQR_201709_bins_15		Hot spring sediment	China: Tengchong county, Yunnan, ZMQR pool	24.95 N 98.44 E	2017-09						haploid
